#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-06-14T15:26:51 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-06-14T15:26:51	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/other/Nat/598.267/tables1&-out.all&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_1038059801
#Name: J/other/Nat/598.267
#Title: List of radio bursts (Li+, 2021)
#INFO	ivoid=ivo://cds.vizier/j/other/nat/598.267	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/other/nat/598.267	    IVOID of underlying data collection
#INFO	creator=Li D.	    First author or institution
#INFO	cites=bibcode:2021Natur.598..267L	    Article or Data origin sources
#INFO	journal=Natu	    Journal name
#INFO	original_date=2021	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/other/Nat/598.267	    Dataset landing page
#INFO	publication_date=2022-09-08	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_other_Nat_598_267_tables1:
#Name: J/other/Nat/598.267/tables1
#Title: All relevant data for the 1652 detected burst events
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Burst	(I4)	Burst ID	[ucd=meta.id;meta.main]
#Column	MJD	(F15.9)	Burst time (MJD) (1)	[ucd=time.epoch]
#Column	DM	(F5.1)	Dispersion measure	[ucd=phys.dispMeasure;instr.dispersion]
#Column	e_DM	(F4.1)	Dispersion measure error	[ucd=stat.error]
#Column	Width	(F5.2)	Pulse width error	[ucd=src.var.pulse]
#Column	e_Width	(F5.2)	Pulse width	[ucd=stat.error;spect.line.width]
#Column	Bandwidth	(F6.3)	Bandwidth (2)	[ucd=em.freq]
#Column	Fp	(F8.3)	Peak flux	[ucd=phot.flux]
#Column	e_Fp	(F4.1)	Peak flux error	[ucd=stat.error]
#Column	Fluence	(F7.4)	Fluence	[ucd=phot.fluence;em.gamma.hard]
#Column	e_Fluence	(F7.4)	Fluence error	[ucd=stat.error;phot.fluence]
#Column	E	(D10.3)	Energy	[ucd=phys.energy]
#Column	e_E	(E10.3)	Energy error	[ucd=stat.error]
recno	Burst	MJD	DM	e_DM	Width	e_Width	Bandwidth	Fp	e_Fp	Fluence	e_Fluence	E	e_E
     139	 139	58725.939213347	567.7	 0.7	 8.39	 0.04	 0.360	  81.220	 3.6	 0.6814	 0.0002	 7.295e+38	 1.000e+35
     140	 140	58725.940506707	569.4	 0.5	 3.52	 0.05	 0.280	  14.280	 0.1	 0.0503	 0.0001	 5.384e+37	 6.000e+34
     141	 141	58725.940908390	566.0	 0.5	 4.04	 0.06	 0.180	  12.498	 0.1	 0.0505	 0.0001	 5.404e+37	 6.000e+34
     142	 142	58725.941327953	566.0	 0.5	 3.92	 0.06	 0.200	  17.390	 0.2	 0.0682	 0.0001	 7.298e+37	 8.000e+34
     143	 143	58725.942245365	566.0	 0.5	 2.90	 0.40	 0.210	  23.407	 0.2	 0.0680	 0.0001	 7.274e+37	 8.000e+34
     144	 144	58725.943248002	563.7	 0.5	 2.41	 0.04	 0.190	   9.808	 0.1	 0.0237	 0.0000	 2.535e+37	 2.000e+34
     145	 145	58725.945390254	565.4	 0.5	 2.20	 0.30	 0.260	  34.554	 0.3	 0.0759	 0.0001	 8.129e+37	 9.000e+34
     146	 146	58725.945538912	564.2	 0.2	 2.35	 0.02	 0.150	  94.990	 7.2	 0.2232	 0.0001	 2.390e+38	 1.000e+35
     147	 147	58725.945934684	566.0	 0.5	 2.95	 0.04	 0.230	  21.715	 0.2	 0.0640	 0.0001	 6.855e+37	 7.000e+34
     148	 148	58725.946281650	567.6	 0.5	 9.50	 0.90	 0.310	  10.970	 0.1	 0.1042	 0.0001	 1.116e+38	 1.000e+35
     149	 149	58725.946967027	566.0	 0.5	 3.37	 0.02	 0.200	  96.280	 5.9	 0.3245	 0.0001	 3.473e+38	 1.000e+35
     150	 150	58725.946976059	562.1	 1.1	 3.94	 0.08	 0.400	  34.230	 5.3	 0.1349	 0.0004	 1.444e+38	 4.000e+35
     151	 151	58725.946976137	567.7	 0.6	 4.60	 0.90	 0.400	  33.350	 5.1	 0.1534	 0.0005	 1.642e+38	 4.000e+35
     152	 152	58725.947440402	566.2	 0.6	 3.27	 0.07	 0.250	  39.020	 5.8	 0.1276	 0.0004	 1.366e+38	 4.000e+35
     153	 153	58725.947440431	567.2	 0.5	 3.78	 0.05	 0.190	  21.292	 0.2	 0.0805	 0.0001	 8.614e+37	 9.000e+34
     154	 154	58725.947440462	567.6	 0.4	 3.00	 0.60	 0.200	  42.600	 6.1	 0.1278	 0.0003	 1.368e+38	 3.000e+35
     155	 155	58725.951143410	564.5	 0.6	 3.88	 0.02	 0.250	 107.260	 5.5	 0.4162	 0.0001	 4.455e+38	 1.000e+35
     156	 156	58725.953997841	565.7	 0.4	 5.45	 0.04	 0.200	  79.520	 4.4	 0.4334	 0.0002	 4.639e+38	 1.000e+35
     157	 157	58725.954277634	563.7	 0.5	 4.53	 0.04	 0.200	  62.350	 5.0	 0.2824	 0.0002	 3.024e+38	 2.000e+35
     158	 158	58725.954685243	566.0	 0.5	 4.03	 0.06	 0.170	  20.724	 0.2	 0.0835	 0.0001	 8.943e+37	 9.000e+34
     159	 159	58725.954685303	570.0	 0.7	 6.71	 0.08	 0.400	  39.630	 3.9	 0.2659	 0.0003	 2.847e+38	 3.000e+35
     160	 160	58725.955426311	554.5	 0.5	 4.31	 0.06	 0.160	   7.088	 0.1	 0.0306	 0.0000	 3.272e+37	 3.000e+34
     161	 161	58725.955945043	566.0	 0.5	 5.08	 0.07	 0.165	  15.970	 0.1	 0.0811	 0.0001	 8.678e+37	 9.000e+34
     162	 162	58725.956416807	564.6	 0.4	 7.85	 0.03	 0.400	 147.110	 4.0	 1.1548	 0.0001	 1.236e+39	 0.000e+00
     163	 163	58725.956416815	566.0	 0.5	 8.32	 0.09	 0.380	  43.303	 0.4	 0.3602	 0.0004	 3.856e+38	 4.000e+35
     164	 164	58725.956608320	567.0	 0.5	 3.47	 0.04	 0.100	  62.630	 5.5	 0.2173	 0.0002	 2.326e+38	 2.000e+35
     165	 165	58725.956957750	566.0	 0.5	 3.39	 0.05	 0.200	  10.926	 0.1	 0.0370	 0.0000	 3.962e+37	 4.000e+34
     166	 166	58725.957412467	565.8	 0.5	 4.11	 0.06	 0.110	   5.241	 0.1	 0.0215	 0.0000	 2.304e+37	 2.000e+34
     167	 167	58725.958314159	569.0	 0.7	 5.89	 0.05	 0.150	  58.680	 4.0	 0.3456	 0.0002	 3.700e+38	 2.000e+35
     168	 168	58725.959789238	569.9	 0.8	 5.60	 0.60	 0.150	  46.340	 4.4	 0.2595	 0.0003	 2.778e+38	 2.000e+35
     169	 169	58725.959789241	566.0	 0.5	 4.99	 0.07	 0.200	  12.981	 0.1	 0.0647	 0.0001	 6.931e+37	 7.000e+34
     170	 170	58725.961776128	570.0	 1.2	10.30	 0.90	 0.100	  31.690	 3.1	 0.3264	 0.0004	 3.494e+38	 4.000e+35
     171	 171	58725.962338775	566.0	 0.5	 2.04	 0.03	 0.170	  13.112	 0.1	 0.0268	 0.0000	 2.867e+37	 2.000e+34
     172	 172	58725.962802477	569.4	 0.5	 9.62	 0.09	 0.210	  16.386	 0.1	 0.1577	 0.0002	 1.688e+38	 1.000e+35
     173	 173	58725.962900390	565.0	 1.2	 7.30	 0.90	 0.200	  24.580	 3.6	 0.1794	 0.0005	 1.921e+38	 4.000e+35
     174	 174	58725.964332786	565.9	 0.7	 9.14	 0.04	 0.200	 100.110	 3.5	 0.9150	 0.0001	 9.795e+38	 1.000e+35
     175	 175	58725.965444014	568.9	 0.8	 3.53	 0.04	 0.100	  50.480	 5.0	 0.1782	 0.0002	 1.908e+38	 2.000e+35
     176	 176	58725.966511348	564.6	 0.3	 2.55	 0.01	 0.300	 247.360	 6.3	 0.6308	 0.0001	 6.752e+38	 0.000e+00
     177	 177	58725.968064539	565.9	 0.5	 4.31	 0.04	 0.200	  65.650	 4.7	 0.2829	 0.0002	 3.029e+38	 1.000e+35
     178	 178	58725.970809777	566.1	 0.4	 4.89	 0.06	 0.100	  45.120	 4.5	 0.2206	 0.0003	 2.362e+38	 2.000e+35
     179	 179	58725.973533113	566.0	 0.5	 4.06	 0.06	 0.200	  18.017	 0.1	 0.0732	 0.0001	 7.834e+37	 7.000e+34
     180	 180	58725.973860175	563.2	 0.5	 2.01	 0.03	 0.180	  16.979	 0.1	 0.0341	 0.0000	 3.649e+37	 3.000e+34
     181	 181	58725.973954948	564.6	 0.5	 3.17	 0.03	 0.100	  80.200	 5.6	 0.2542	 0.0001	 2.722e+38	 1.000e+35
     182	 182	58725.973954961	566.0	 0.5	 5.33	 0.08	 0.135	  15.892	 0.1	 0.0846	 0.0001	 9.061e+37	 8.000e+34
     183	 183	58725.974858771	561.0	 0.5	 4.19	 0.06	 0.060	   9.786	 0.1	 0.0410	 0.0000	 4.390e+37	 3.000e+34
     184	 184	58725.976530224	566.0	 0.5	 3.21	 0.05	 0.135	  26.036	 0.2	 0.0837	 0.0001	 8.955e+37	 7.000e+34
     185	 185	58725.976530252	566.5	 0.3	 3.14	 0.03	 0.050	  82.900	 5.7	 0.2603	 0.0001	 2.787e+38	 1.000e+35
     186	 186	58725.977864314	566.0	 0.5	 4.03	 0.06	 0.200	  13.086	 0.1	 0.0527	 0.0000	 5.640e+37	 4.000e+34
     187	 187	58725.978267731	566.0	 0.5	 3.77	 0.05	 0.180	   9.587	 0.1	 0.0361	 0.0000	 3.864e+37	 3.000e+34
     188	 188	58725.979701515	565.6	 0.2	 4.71	 0.03	 0.300	 126.450	 4.7	 0.5956	 0.0001	 6.376e+38	 1.000e+35
     189	 189	58725.981471414	567.9	 0.9	 8.52	 0.09	 0.250	  37.880	 3.2	 0.3227	 0.0003	 3.455e+38	 3.000e+35
     190	 190	58725.981608494	564.9	 0.4	 3.42	 0.02	 0.400	  97.320	 5.5	 0.3328	 0.0001	 3.563e+38	 1.000e+35
     191	 191	58725.986480751	566.0	 0.5	 3.71	 0.05	 0.205	  38.808	 0.3	 0.1440	 0.0001	 1.542e+38	 1.000e+35
     192	 192	58725.986480773	567.4	 0.4	 3.95	 0.02	 0.100	 101.000	 5.1	 0.3990	 0.0001	 4.271e+38	 1.000e+35
     193	 193	58725.986508303	566.3	 0.4	 3.22	 0.08	 0.100	  27.740	 5.5	 0.0893	 0.0004	 9.562e+37	 4.600e+35
     194	 194	58725.988479474	566.0	 0.5	 3.75	 0.05	 0.100	   9.238	 0.1	 0.0346	 0.0000	 3.704e+37	 3.000e+34
     195	 195	58725.992262885	563.7	 0.5	 3.19	 0.05	 0.140	   9.013	 0.1	 0.0288	 0.0000	 3.078e+37	 2.000e+34
     196	 196	58725.992599956	566.0	 0.5	 2.67	 0.04	 0.150	  17.826	 0.1	 0.0475	 0.0000	 5.087e+37	 4.000e+34
     197	 197	58725.992788134	563.9	 0.5	 5.28	 0.06	 0.050	  42.430	 4.2	 0.2240	 0.0003	 2.398e+38	 2.000e+35
     198	 198	58725.993465612	569.8	 0.5	 4.47	 0.06	 0.170	   9.075	 0.1	 0.0406	 0.0000	 4.342e+37	 3.000e+34
     199	 199	58725.994542684	563.0	 0.8	 5.33	 0.06	 0.050	  41.070	 4.2	 0.2189	 0.0003	 2.343e+38	 2.000e+35
     200	 200	58725.994952635	560.0	 0.9	10.62	 0.09	 0.200	  28.350	 3.2	 0.3011	 0.0006	 3.223e+38	 6.000e+35
     201	 201	58725.994952734	565.6	 0.6	 3.13	 0.09	 0.200	  27.440	 6.1	 0.0859	 0.0005	 9.194e+37	 5.800e+35
     202	 202	58725.995131276	564.5	 0.4	 2.32	 0.02	 0.150	  89.950	 6.8	 0.2087	 0.0001	 2.234e+38	 1.000e+35
     203	 203	58725.995131283	566.0	 0.5	 2.45	 0.04	 0.095	  25.208	 0.2	 0.0618	 0.0001	 6.613e+37	 5.000e+34
     204	 204	58725.995459423	563.5	 0.7	 3.62	 0.02	 0.150	 130.130	 5.3	 0.4711	 0.0001	 5.043e+38	 1.000e+35
     205	 205	58725.995459426	566.0	 0.5	 3.74	 0.05	 0.185	  38.459	 0.3	 0.1438	 0.0001	 1.540e+38	 1.000e+35
     206	 206	58725.995490050	566.0	 0.5	 5.51	 0.08	 0.200	  13.982	 0.1	 0.0770	 0.0001	 8.242e+37	 6.000e+34
     207	 207	58725.997697326	569.8	 0.5	 8.53	 0.09	 0.190	   7.698	 0.1	 0.0657	 0.0001	 7.028e+37	 5.000e+34
     208	 208	58725.998307767	570.0	 0.8	 5.52	 0.06	 0.100	  47.500	 4.3	 0.2622	 0.0002	 2.807e+38	 2.000e+35
     209	 209	58726.918507224	564.6	 0.3	 2.60	 0.20	 0.200	 142.990	 7.3	 0.3718	 0.0001	 3.980e+38	 1.000e+35
     210	 210	58726.919059259	562.8	 0.5	 3.36	 0.05	 0.150	  11.909	 0.1	 0.0400	 0.0001	 4.284e+37	 5.000e+34
     211	 211	58726.921590032	568.9	 0.5	 7.53	 0.09	 0.170	   8.304	 0.1	 0.0625	 0.0001	 6.690e+37	 9.000e+34
     212	 212	58726.922273689	568.5	 0.5	 7.39	 0.09	 0.120	   8.057	 0.1	 0.0595	 0.0001	 6.373e+37	 8.000e+34
     213	 213	58726.924095985	566.3	 0.5	 4.45	 0.06	 0.330	  12.601	 0.1	 0.0561	 0.0001	 6.000e+37	 7.000e+34
     214	 214	58726.924528635	566.0	 0.5	 3.32	 0.05	 0.045	  13.896	 0.2	 0.0461	 0.0001	 4.937e+37	 6.000e+34
     215	 215	58726.927726974	550.6	 0.5	 4.44	 0.06	 0.065	  11.364	 0.1	 0.0505	 0.0001	 5.406e+37	 6.000e+34
     216	 216	58726.928036820	564.5	 0.5	 6.96	 0.09	 0.120	  14.015	 0.2	 0.0975	 0.0001	 1.044e+38	 1.000e+35
     217	 217	58726.929464983	564.0	 0.3	 2.07	 0.02	 0.100	  93.530	 7.7	 0.1936	 0.0002	 2.073e+38	 1.000e+35
     218	 218	58726.929464997	566.0	 0.5	 2.64	 0.04	 0.260	  18.265	 0.2	 0.0481	 0.0001	 5.153e+37	 6.000e+34
     219	 219	58726.929640706	566.0	 0.5	 4.43	 0.06	 0.110	  14.594	 0.2	 0.0647	 0.0001	 6.928e+37	 8.000e+34
     220	 220	58726.931862194	566.5	 0.5	 5.16	 0.05	 0.300	  62.560	 5.0	 0.3228	 0.0002	 3.456e+38	 2.000e+35
     221	 221	58726.936039377	566.5	 0.6	 9.03	 0.05	 0.300	  85.790	 3.6	 0.7747	 0.0002	 8.293e+38	 1.000e+35
     222	 222	58726.937128385	566.0	 0.5	 2.88	 0.04	 0.170	   7.319	 0.1	 0.0211	 0.0000	 2.257e+37	 2.000e+34
     223	 223	58726.938300849	562.7	 0.1	 2.61	 0.01	 0.350	 178.310	 6.5	 0.4654	 0.0001	 4.982e+38	 0.000e+00
     224	 224	58726.938300869	566.0	 0.5	 4.21	 0.06	 0.245	  36.122	 0.4	 0.1522	 0.0002	 1.630e+38	 1.000e+35
     225	 225	58726.938411122	569.0	 0.5	 2.15	 0.03	 0.110	  15.019	 0.2	 0.0323	 0.0000	 3.461e+37	 4.000e+34
     226	 226	58726.942553442	569.8	 0.5	 6.73	 0.09	 0.105	   5.497	 0.1	 0.0370	 0.0000	 3.963e+37	 4.000e+34
     227	 227	58726.949717610	565.6	 0.6	 4.64	 0.06	 0.050	  46.320	 4.9	 0.2149	 0.0003	 2.301e+38	 3.000e+35
     228	 228	58726.954890369	564.1	 0.4	 1.82	 0.02	 0.200	  80.450	 7.7	 0.1464	 0.0002	 1.567e+38	 1.000e+35
     229	 229	58726.954890386	566.0	 0.5	 2.47	 0.04	 0.205	  13.946	 0.1	 0.0344	 0.0000	 3.682e+37	 3.000e+34
     230	 230	58726.957198400	566.0	 0.5	 4.06	 0.06	 0.205	  19.506	 0.2	 0.0791	 0.0001	 8.472e+37	 8.000e+34
     231	 231	58726.957198413	567.4	 0.7	 3.98	 0.03	 0.130	  79.380	 5.0	 0.3159	 0.0001	 3.382e+38	 1.000e+35
     232	 232	58726.957958985	566.0	 0.5	 4.31	 0.06	 0.395	  89.553	 0.8	 0.3856	 0.0004	 4.127e+38	 4.000e+35
     233	 233	58726.957958996	564.6	 0.3	 3.76	 0.01	 0.350	 407.900	 5.2	 1.5337	 0.0000	 1.642e+39	 0.000e+00
     234	 234	58726.959484347	566.0	 0.5	 6.89	 0.09	 0.210	  13.581	 0.1	 0.0935	 0.0001	 1.001e+38	 0.000e+00
     235	 235	58726.959484423	566.9	 1.2	 6.86	 0.06	 0.200	  53.110	 3.9	 0.3643	 0.0002	 3.900e+38	 2.000e+35
     236	 236	58726.960784931	563.0	 0.4	 5.95	 0.06	 0.100	  44.680	 4.1	 0.2658	 0.0003	 2.846e+38	 2.000e+35
     237	 237	58726.960784945	563.7	 0.5	 3.51	 0.05	 0.100	  12.409	 0.1	 0.0435	 0.0000	 4.662e+37	 4.000e+34
     238	 238	58726.965823587	566.2	 0.4	 3.01	 0.04	 0.100	  51.100	 5.9	 0.1538	 0.0002	 1.647e+38	 2.000e+35
     239	 239	58726.967530175	566.0	 0.5	 2.60	 0.40	 0.070	  17.151	 0.1	 0.0446	 0.0000	 4.775e+37	 4.000e+34
     240	 240	58726.968353199	567.9	 0.8	 5.23	 0.04	 0.300	  70.340	 4.5	 0.3679	 0.0002	 3.938e+38	 1.000e+35
     241	 241	58726.969790874	569.0	 0.5	 7.68	 0.09	 0.190	  20.100	 0.2	 0.1544	 0.0001	 1.653e+38	 1.000e+35
     242	 242	58726.969790915	565.6	 0.7	 8.13	 0.08	 0.400	  44.510	 3.6	 0.3619	 0.0003	 3.874e+38	 3.000e+35
     243	 243	58726.971092351	566.0	 0.5	 2.78	 0.04	 0.120	  15.221	 0.1	 0.0424	 0.0000	 4.537e+37	 4.000e+34
     244	 244	58726.972044638	568.5	 0.5	 2.12	 0.03	 0.070	  19.645	 0.2	 0.0417	 0.0000	 4.466e+37	 4.000e+34
     245	 245	58726.972044650	563.7	 0.7	 3.25	 0.05	 0.050	  44.900	 5.5	 0.1459	 0.0003	 1.562e+38	 2.000e+35
     246	 246	58726.983188493	564.9	 0.3	 2.34	 0.02	 0.400	  99.070	 6.2	 0.2318	 0.0001	 2.482e+38	 1.000e+35
     247	 247	58726.983188495	566.0	 0.5	 2.81	 0.04	 0.310	  21.764	 0.2	 0.0611	 0.0001	 6.543e+37	 5.000e+34
     248	 248	58726.987936974	564.5	 0.3	 3.15	 0.02	 0.400	 104.950	 5.6	 0.3306	 0.0001	 3.539e+38	 1.000e+35
     249	 249	58726.987936984	566.0	 0.5	 3.80	 0.60	 0.200	  17.794	 0.1	 0.0676	 0.0001	 7.234e+37	 6.000e+34
     250	 250	58726.989496877	570.0	 1.1	 8.28	 0.09	 0.120	  34.020	 3.5	 0.2817	 0.0003	 3.015e+38	 3.000e+35
     251	 251	58726.995167647	567.8	 0.8	 6.77	 0.08	 0.050	  38.880	 3.7	 0.2632	 0.0003	 2.818e+38	 3.000e+35
     252	 252	58726.996145324	568.5	 0.5	 3.74	 0.05	 0.195	   4.141	 0.0	 0.0155	 0.0000	 1.656e+37	 1.000e+34
     253	 253	58726.998228733	569.5	 1.2	 8.97	 0.08	 0.050	  44.450	 3.2	 0.3987	 0.0003	 4.268e+38	 2.000e+35
     254	 254	58726.998228757	559.7	 0.5	 5.31	 0.08	 0.105	  10.333	 0.1	 0.0549	 0.0000	 5.875e+37	 4.000e+34
     255	 255	58726.998228789	570.0	 0.7	 9.05	 0.08	 0.100	  38.900	 3.2	 0.3520	 0.0003	 3.769e+38	 2.000e+35
     256	 256	58726.998595910	566.0	 0.5	 3.13	 0.05	 0.150	  13.586	 0.1	 0.0425	 0.0000	 4.549e+37	 3.000e+34
     257	 257	58727.000199730	566.0	 0.5	 3.85	 0.06	 0.180	   8.929	 0.1	 0.0343	 0.0000	 3.677e+37	 3.000e+34
     258	 258	58727.001202476	566.0	 0.5	 3.40	 0.50	 0.210	  10.515	 0.1	 0.0358	 0.0000	 3.831e+37	 3.000e+34
     259	 259	58727.001219201	569.4	 0.5	 5.00	 0.70	 0.205	  12.193	 0.1	 0.0610	 0.0001	 6.526e+37	 5.000e+34
     260	 260	58727.001430927	566.0	 0.5	 4.11	 0.06	 0.100	  10.534	 0.1	 0.0433	 0.0000	 4.630e+37	 3.000e+34
     261	 261	58727.004049262	566.0	 0.5	 3.99	 0.06	 0.180	  10.408	 0.1	 0.0415	 0.0000	 4.442e+37	 3.000e+34
     262	 262	58727.004170375	567.6	 0.5	 4.30	 0.60	 0.120	   9.889	 0.1	 0.0425	 0.0000	 4.550e+37	 4.000e+34
     263	 263	58727.004234516	563.7	 0.2	 4.64	 0.02	 0.400	 108.430	 4.8	 0.5031	 0.0001	 5.386e+38	 1.000e+35
     264	 264	58727.004234549	566.0	 0.5	 7.03	 0.09	 0.450	  20.217	 0.1	 0.1422	 0.0001	 1.522e+38	 1.000e+35
     265	 265	58727.005230264	569.4	 0.5	 3.35	 0.05	 0.075	   2.560	 0.0	 0.0086	 0.0000	 9.186e+36	 8.000e+33
     266	 266	58727.005347047	562.8	 0.5	 2.29	 0.03	 0.140	   3.085	 0.0	 0.0071	 0.0000	 7.570e+36	 6.000e+33
     267	 267	58727.006365174	566.4	 0.4	 4.04	 0.04	 0.300	  69.560	 5.1	 0.2810	 0.0002	 3.008e+38	 1.000e+35
     268	 268	58727.008108170	566.2	 0.6	13.04	 0.09	 0.100	  17.690	 2.8	 0.2307	 0.0007	 2.469e+38	 7.000e+35
     269	 269	58727.012203200	568.5	 0.5	 7.54	 0.09	 0.160	  10.593	 0.1	 0.0799	 0.0001	 8.549e+37	 7.000e+34
     270	 270	58727.012321216	565.1	 0.3	 2.66	 0.02	 0.050	 124.440	 6.0	 0.3310	 0.0001	 3.543e+38	 0.000e+00
     271	 271	58727.012986908	564.5	 0.4	 2.43	 0.02	 0.250	 109.120	 6.3	 0.2652	 0.0001	 2.839e+38	 1.000e+35
     272	 272	58727.012986914	566.0	 0.5	 2.75	 0.04	 0.350	  21.918	 0.2	 0.0603	 0.0001	 6.455e+37	 5.000e+34
     273	 273	58727.014227741	566.0	 0.5	 3.72	 0.05	 0.110	  12.794	 0.1	 0.0476	 0.0000	 5.097e+37	 4.000e+34
     274	 274	58727.014655446	566.0	 0.5	 2.67	 0.04	 0.120	  10.779	 0.1	 0.0288	 0.0000	 3.084e+37	 2.000e+34
     275	 275	58727.017564085	565.9	 0.5	 3.63	 0.04	 0.100	  52.600	 5.2	 0.1909	 0.0002	 2.044e+38	 2.000e+35
     276	 276	58727.018478524	566.0	 0.5	 3.57	 0.05	 0.450	  15.165	 0.1	 0.0541	 0.0001	 5.790e+37	 5.000e+34
     277	 277	58727.018478547	564.4	 0.3	 3.20	 0.30	 0.150	  81.620	 5.5	 0.2612	 0.0001	 2.796e+38	 1.000e+35
     278	 278	58727.019235532	568.5	 0.5	 5.17	 0.07	 0.150	   6.379	 0.1	 0.0329	 0.0000	 3.527e+37	 3.000e+34
     279	 279	58727.020509855	564.2	 0.3	10.39	 0.08	 0.100	  48.070	 3.1	 0.4995	 0.0002	 5.347e+38	 2.000e+35
     280	 280	58727.023864654	565.7	 0.6	 4.45	 0.07	 0.100	  52.220	 4.7	 0.2324	 0.0003	 2.488e+38	 3.000e+35
     281	 281	58727.023864719	565.8	 0.5	 4.37	 0.09	 0.100	  36.560	 4.8	 0.1598	 0.0005	 1.710e+38	 5.000e+35
     282	 282	58727.026817440	565.7	 0.3	 4.75	 0.02	 0.350	 109.440	 4.7	 0.5198	 0.0001	 5.565e+38	 1.000e+35
     283	 283	58727.026998229	566.0	 0.5	 3.98	 0.06	 0.250	  13.533	 0.1	 0.0538	 0.0001	 5.763e+37	 6.000e+34
     284	 284	58727.027891965	568.5	 0.5	 6.16	 0.09	 0.220	   9.162	 0.1	 0.0565	 0.0001	 6.045e+37	 6.000e+34
     285	 285	58727.029127362	562.3	 0.5	 5.07	 0.07	 0.190	   6.878	 0.1	 0.0349	 0.0000	 3.735e+37	 3.000e+34
     286	 286	58727.029613883	566.0	 0.5	 3.58	 0.05	 0.170	  13.242	 0.1	 0.0474	 0.0001	 5.079e+37	 5.000e+34
     287	 287	58727.030106509	567.6	 0.5	 8.01	 0.09	 0.160	   6.455	 0.1	 0.0517	 0.0001	 5.537e+37	 5.000e+34
     288	 288	58727.031383040	562.8	 0.5	 4.87	 0.07	 0.140	   8.477	 0.1	 0.0413	 0.0000	 4.420e+37	 4.000e+34
     289	 289	58727.031993293	561.8	 1.0	 2.35	 0.03	 0.100	  73.500	 6.3	 0.1727	 0.0002	 1.849e+38	 1.000e+35
     290	 290	58727.031993302	566.0	 0.5	 2.57	 0.04	 0.150	  17.210	 0.2	 0.0442	 0.0000	 4.734e+37	 5.000e+34
     291	 291	58727.035075514	568.5	 0.5	 5.28	 0.08	 0.120	  10.055	 0.1	 0.0531	 0.0001	 5.683e+37	 6.000e+34
     292	 292	58727.035075572	568.6	 0.5	 6.73	 0.08	 0.100	  40.160	 4.1	 0.2703	 0.0003	 2.893e+38	 3.000e+35
     293	 293	58727.036171631	566.2	 0.4	 4.18	 0.05	 0.100	  55.870	 5.3	 0.2335	 0.0002	 2.500e+38	 2.000e+35
     294	 294	58727.039598375	564.4	 0.6	11.05	 0.08	 0.100	  52.060	 3.2	 0.5753	 0.0003	 6.158e+38	 2.000e+35
     295	 295	58727.043038446	565.0	 0.5	 5.20	 0.80	 0.100	   6.006	 0.1	 0.0312	 0.0000	 3.343e+37	 4.000e+34
     296	 296	58727.043536157	564.5	 0.5	 6.54	 0.09	 0.110	   8.691	 0.1	 0.0568	 0.0001	 6.083e+37	 7.000e+34
     297	 297	58727.044230758	566.0	 0.5	 2.10	 0.30	 0.150	  19.689	 0.2	 0.0413	 0.0000	 4.425e+37	 5.000e+34
     298	 298	58727.048149883	567.6	 0.5	 7.52	 0.09	 0.155	  13.767	 0.1	 0.1036	 0.0001	 1.109e+38	 1.000e+35
     299	 299	58727.048149906	564.3	 0.2	 7.63	 0.07	 0.150	  50.710	 4.1	 0.3869	 0.0003	 4.142e+38	 3.000e+35
     300	 300	58727.051034576	564.8	 0.4	 2.98	 0.04	 0.200	  57.890	 6.7	 0.1725	 0.0003	 1.847e+38	 3.000e+35
     301	 301	58727.054051541	568.1	 0.5	 3.51	 0.05	 0.120	   7.290	 0.1	 0.0256	 0.0000	 2.740e+37	 3.000e+34
     302	 302	58727.058051523	566.3	 0.5	 4.25	 0.06	 0.205	  14.161	 0.2	 0.0602	 0.0001	 6.445e+37	 8.000e+34
     303	 303	58727.058051531	567.2	 0.5	 5.91	 0.07	 0.300	  54.540	 5.0	 0.3223	 0.0003	 3.451e+38	 3.000e+35
     304	 304	58727.062005534	564.0	 0.3	 3.13	 0.03	 0.300	  84.970	 6.7	 0.2660	 0.0002	 2.847e+38	 2.000e+35
     305	 305	58727.066569033	565.1	 0.5	 4.46	 0.03	 0.200	 102.010	 5.9	 0.4550	 0.0002	 4.870e+38	 1.000e+35
     306	 306	58727.072072188	566.3	 0.5	 7.72	 0.09	 0.175	   7.202	 0.1	 0.0556	 0.0001	 5.955e+37	 6.000e+34
